zip,irs_estimated_population_2015
50529,810
50530,1010
50531,180
50532,790
50533,3520
50535,830
50536,3700
50538,500
50539,450
50540,940
50541,700
50542,840
50543,1290
50544,470
50545,220
50546,350
50548,5500
50551,176
50552,63
50554,1450
50556,250
50557,640
50558,560
50559,290
50560,500
50561,480
50562,440
50563,2330
50565,390
50566,370
50567,200
50568,1310
50569,650
50570,250
50571,340
50573,73
50574,2010
50575,750
50576,340
50577,330
50578,500
50579,2220
50581,790
50582,238
50583,2440
50585,1070
50586,270
50588,12920
50590,760
50591,260
50592,57
50593,50
50594,280
50595,8250
50597,1240
50598,940
50599,330
50601,2160
50602,1410
50603,560
50604,1650
50605,170
50606,700
50607,470
50608,26
50609,420
50611,330
50612,360
50613,33190
50614,13
50616,8990
50619,2160
50620,54
50621,1330
50622,3320
50623,134
50624,1810
50625,860
50626,1560
50627,2890
50628,1100
50629,2290
50630,1530
50631,151
50632,910
50633,280
50634,841
50635,1380
50636,1780
50638,2980
50641,1770
50642,500
50643,2760
50644,7900
50645,1100
50647,1870
50648,3850
50649,37
50650,660
50651,3450
50652,142
50653,540
50654,450
50655,700
50657,43
50658,2190
50659,5020
50660,1240
50661,0
50662,5850
50664,60
50665,2700
50666,900
50667,780
50668,1160
50669,2150
50670,1880
50671,230
50672,490
50673,184
50674,3170
50675,2140
50676,1840
50677,10380
50680,1060
50681,400
50682,1470
50701,26350
50702,18050
50703,15850
50704,1001
50706,927
50707,7000
50801,8180
50830,1390
50831,52
50833,2070
50835,75
50836,300
50837,290
50839,10
50840,390
50841,2400
50842,48
50843,530
50845,610
50846,940
50847,75
50848,250
50849,2420
50851,1910
50853,580
50854,1910
50857,220
50858,670
50859,510
50860,260
50861,220
50862,155
50863,238
50864,1660
50936,0
50940,0
50947,81
50950,0
50980,0
50981,0
50982,0
50983,0
51001,1910
51002,2650
51003,1640
51004,950
51005,1310
51006,930
51007,700
51008,147
51009,162
51010,390
51011,82
51012,5750
51014,490
51015,0
51016,1170
51018,360
51019,750
51020,580
51022,750
51023,2920
51024,2000
51025,1850
51026,740
51027,1130
51028,1940
51029,230
51030,1670
51031,11850
51033,430
51034,1540
51035,1470
51036,730
51037,310
51038,1460
51039,2330
51040,3050
51041,6100
51044,170
51045,89
51046,1480
51047,570
51048,530
51049,420
51050,2520
51051,90
51052,900
51053,1010
51054,5030
51055,1230
51056,410
51058,860
51060,490
51061,400
51062,500
51063,930
51101,490
51102,968
51103,15060
51104,20220
51105,8550
51106,24340
51108,5460
51109,2800
51111,73
51201,5720
51230,470
51231,270
51232,790
51234,1260
51235,1030
51237,1580
51238,1220
51239,3270
51240,1740
51241,1830
51242,321
51243,700
51244,65
51245,1160
51246,3540
51247,5220
51248,1610
51249,3550
51250,7890
51301,11560
51331,990
51333,470
51334,6430
51338,900
51340,183
51341,53
51342,1080
51343,230
51344,0
51345,350
51346,2240
51347,1410
51350,400
51351,4260
51354,920
51355,930
51357,570
51358,1130
51360,7610
51363,118
51364,590
51365,320
51366,350
51401,11540
51430,770
51431,390
51432,51
51433,600
51436,900
51439,830
51440,370
51441,330
51442,10080
51443,1610
51444,291
51445,2580
51446,450
51447,222
51448,540
51449,1810
51450,1450
51451,111
51452,213
51453,590
51454,1220
51455,2000
51458,1310
51459,68
51460,91
51461,1030
51462,920
51463,540
51465,660
51466,990
51467,580
51501,29840
51502,477
51503,32150
51510,3190
51520,195
51521,1920
51523,320
51525,1100
51526,1600
51527,550
51528,760
51529,1470
51530,750
51531,690
51532,560
51533,760
51534,8230
51535,1660
51536,390
51537,6050
51540,400
51541,330
51542,940
51543,370
51544,600
51545,250
51546,2620
51548,450
51549,440
51550,148
51551,1610
51552,230
51553,940
51554,208
51555,4550
51556,360
51557,760
51558,430
51559,1750
51560,1870
51561,1330
51562,460
51563,630
51564,410
51565,470
51566,5890
51570,960
51571,620
51572,300
51573,1000
51575,1690
51576,2010
51577,1000
51578,129
51579,2130
51591,0
51593,0
51601,4930
51602,0
51603,0
51630,221
51631,300
51632,5170
51636,330
51637,199
51638,1120
51639,710
51640,1360
51645,210
51646,700
51647,167
51648,280
51649,340
51650,270
51651,135
51652,1540
51653,1250
51654,420
51656,80
52001,35090
52002,15780
52003,13490
52004,696
52030,411
52031,4640
52032,1350
52033,3380
52035,830
52036,34
52037,1070
52038,450
52039,1130
52040,5780
52041,1470
52042,1620
52043,1990
52044,129
52045,2480
52046,2210
52047,490
52048,290
52049,1160
52050,460
52052,2610
52053,1040
52054,940
52056,252
52057,7340
52060,7530
52064,730
52065,850
52066,81
52068,4490
52069,1380
52070,990
52071,135
52072,380
52073,1540
52074,280
52075,180
52076,1930
52077,340
52078,840
52079,710
52099,0
52101,11040
52132,1610
52133,450
52134,240
52135,750
52136,5380
52140,440
52141,1300
52142,1050
52144,1140
52146,800
52147,900
52149,0
52151,1790
52154,890
52155,1140
52156,680
52157,1480
52158,372
52159,2030
52160,730
52161,1280
52162,3480
52163,271
52164,206
52165,900
52166,127
52168,389
52169,380
52170,490
52171,860
52172,5570
52175,2970
52201,1200
52202,1070
52203,1790
52204,0
52205,6900
52206,2450
52207,350
52208,2630
52209,1070
52210,700
52211,2420
52212,250
52213,4260
52214,2850
52215,750
52216,1290
52217,490
52218,1470
52219,140
52220,261
52221,203
52222,580
52223,1290
52224,1900
52225,390
52227,2720
52228,3170
52229,600
52231,340
52232,210
52233,6340
52235,680
52236,500
52237,1500
52240,24540
52241,17780
52242,176
52243,0
52244,866
52245,16560
52246,17070
52247,5350
52248,1610
52249,810
52251,500
52252,37
52253,3060
52254,810
52255,1140
52257,270
52301,3450
52302,37640
52305,620
52306,1560
52307,218
52308,184
52309,370
52310,5880
52312,106
52313,360
52314,4850
52315,1130
52316,1460
52317,19000
52318,880
52319,18
52320,1010
52321,400
52322,2270
52323,670
52324,2010
52325,750
52326,520
52327,3110
52328,3120
52329,700
52330,810
52332,1820
52333,6740
52334,390
52335,560
52336,2240
52337,760
52338,3320
52339,4510
52340,2840
52341,1040
52342,3020
52344,195
52345,1410
52346,1050
52347,1350
52348,59
52349,6540
52350,64
52351,1450
52352,1810
52353,8720
52354,370
52355,270
52356,2570
52358,3480
52359,260
52361,4520
52362,890
52401,1330
52402,36360
52403,20600
52404,34940
52405,23330
52406,853
52407,49
52408,238
52409,151
52410,334
52411,7910
52497,0
52498,0
52499,0
52501,25800
52530,890
52531,5110
52533,1000
52534,310
52535,750
52536,860
52537,6350
52538,0
52540,1210
52542,370
52543,270
52544,6350
52548,88
52549,650
52550,410
52551,590
52552,730
52553,1580
52554,1070
52555,250
52556,9730
52557,141
52560,350
52561,820
52562,12
52563,1350
52565,1600
52566,170
52567,560
52568,72
52569,470
52570,820
52571,1260
52572,870
52573,178
52574,640
52576,480
52577,12560
52580,380
52581,250
52583,230
52584,400
52585,830
52586,470
52588,136
52590,1260
52591,2440
52593,130
52594,330
52595,412
52601,25870
52619,500
52620,860
52621,620
52623,1920
52624,375
52625,2390
52626,1040
52627,10510
52630,350
52631,145
52632,10710
52635,610
52637,2320
52638,510
52639,1620
52640,1270
52641,10280
52642,0
52644,400
52645,2810
52646,410
52647,242
52648,25
52649,870
52650,810
52651,570
52652,74
52653,3120
52654,1420
52655,3850
52656,2110
52657,90
52658,910
52659,1400
52660,230
52701,106
52720,770
52721,680
52722,37040
52726,4290
52727,400
52728,1079
52729,770
52730,4460
52731,840
52732,23180
52733,622
52734,0
52736,0
52737,390
52738,3470
52739,740
52742,7170
52745,570
52746,890
52747,2110
52748,9200
52749,1000
52750,560
52751,970
52752,532
52753,5560
52754,1170
52755,1810
52756,2080
52757,285
52758,248
52759,95
52760,560
52761,28250
52765,390
52766,710
52767,426
52768,1320
52769,570
52771,20
52772,4570
52773,2090
52774,141
52776,5110
52777,1170
52778,3790
52801,790
52802,8710
52803,18680
52804,23260
52805,190
52806,25290
52807,13490
52808,677
52809,403
53001,1840
53002,2300
53003,246
53004,3430
53005,20240
53006,1770
53007,1620
53008,317
53010,7110
53011,2140
53012,18200
53013,3230
53014,7570
53015,2630
53016,507
53017,5420
53018,7330
53019,1930
53020,3370
53021,4680
53022,19250
53023,1280
53024,17150
53026,114
53027,21660
53029,20090
53031,387
53032,4600
53033,5100
53034,1720
53035,2190
53036,3170
53037,9530
53038,4060
53039,3830
53040,7890
53042,6440
53044,2450
53045,22190
53046,1150
53047,227
53048,3120
53049,2440
53050,6570
53051,35460
53052,150
53056,306
53057,1420
53058,3100
53059,1720
53060,214
53061,4540
53062,0
53063,1480
53064,237
53065,2060
53066,33740
53069,750
53070,4730
53072,25320
53073,13580
53074,12160
53075,3100
53076,3880
53078,1840
53079,1460
53080,5500
53081,39560
53082,432
53083,20690
53085,11000
53086,8270
53088,416
53089,18900
53090,20390
53091,2020
53092,20580
53093,1660
53094,17100
53095,25910
53097,5350
53098,10700
53099,60
53101,158
53102,0
53103,3630
53104,5390
53105,27270
53108,3230
53109,199
53110,16260
53114,2580
53115,15110
53118,6840
53119,5480
53120,9430
53121,17580
53122,6350
53125,1640
53126,6470
53127,305
53128,7290
53129,13490
53130,7350
53132,32620
53137,1580
53138,149
53139,2620
53140,24040
53141,826
53142,31080
53143,20590
53144,24130
53146,7410
53147,15510
53148,468
53149,18840
53150,25060
53151,31620
53152,148
53153,2490
53154,33660
53156,2800
53157,1539
53158,16050
53159,225
53167,601
53168,8090
53170,2270
53171,478
53172,18820
53176,148
53177,6330
53178,2590
53179,5690
53181,6860
53182,8120
53183,2960
53184,4010
53185,17790
53186,30100
53187,477
53188,33290
53189,26100
53190,11620
53191,2690
53192,395
53194,20
53195,166
53199,0
53201,971
53202,17890
53203,1310
53204,44060
53205,7450
53206,18380
53207,31760
53208,25010
53209,38470
53210,22480
53211,24550
53212,22190
53213,24100
53214,30840
53215,63300
53216,26770
53217,29260
53218,35040
53219,31350
53220,24320
53221,36060
53222,23250
53223,25260
53224,19080
53225,23280
53226,17590
53227,21090
53228,13840
53233,4490
53234,816
53235,8020
53237,280
53244,0
53259,0
53263,0
53267,0
53268,0
53274,0
53278,0
53288,0
53290,0
53293,0
53295,74
53401,293
53402,31110
53403,23920
53404,13800
53405,23740
53406,24920
53407,0
53408,295
53501,196
53502,2330
53503,1840
53504,1900
53505,380
53506,860
53507,2220
53508,5310
53510,1470
53511,43020
53512,485
53515,2300
53516,2090
53517,1760
53518,1150
53520,6130
53521,3660
53522,1010
53523,4840
53525,3730
53526,560
53527,10530
53528,5920
53529,2120
53530,4610
53531,4300
53532,14240
53533,6840
53534,11180
53535,113
53536,8400
53537,663
53538,17660
53540,172
53541,870
53542,107
53543,1570
53544,730
53545,21190
53546,29200
53547,971
53548,16760
53549,9850
53550,1170
53551,8290
53553,510
53554,1060
53555,8230
53556,2450
53557,400
53558,11310
53559,6040
53560,3460
53561,1630
53562,26130
53563,10710
53565,4540
53566,14720
53569,1120
53570,2420
53571,372
53572,10010
53573,2620
53574,3780
53575,15500
53576,2150
53577,1350
53578,6130
53579,1700
53580,480
53581,8820
53582,980
53583,5640
53584,136
53585,2070
53586,2030
53587,1160
53588,3960
53589,18810
53590,39790
53593,23350
53594,5140
53595,0
53596,0
53597,18820
53598,2990
53599,84
53701,334
53702,0
53703,16220
53704,43150
53705,21350
53706,100
53707,206
53708,460
53711,46850
53713,23180
53714,15600
53715,5290
53716,18180
53717,11580
53718,13260
53719,29020
53725,270
53726,3190
53744,526
53774,0
53777,0
53778,0
53779,0
53782,0
53783,0
53784,0
53785,0
53786,0
53788,0
53789,0
53790,0
53791,0
53792,0
53793,0
53794,0
53801,750
53802,77
53803,1190
53804,1180
53805,4290
53806,1440
53807,4200
53808,1053
53809,3810
53810,370
53811,2840
53812,506
53813,5550
53816,730
53817,180
53818,9780
53820,2270
53821,6830
53824,79
53825,490
53826,1180
53827,260
53901,12590
53910,2790
53911,1340
53913,19310
53916,21560
53919,2430
53920,440
53922,860
53923,2040
53924,1200
53925,7880
53926,1420
53927,63
53928,128
53929,2340
53930,1190
53931,319
53932,2540
53933,2520
53934,3450
53935,323
53936,1270
53937,960
53939,268
53940,898
53941,2710
53942,140
53943,990
53944,1990
53946,3990
53947,120
53948,7180
53949,5110
53950,3840
53951,2340
53952,2760
53953,245
53954,6500
53955,5660
53956,3070
53957,0
53958,0
53959,12820
53960,3130
53961,770
53962,113
53963,10120
53964,3170
53965,10590
53968,1940
53969,287
54001,7240
54002,5940
54003,1020
54004,2090
54005,2940
54006,750
54007,1150
54009,2430
54010,71
54011,6300
54013,3300
54014,2290
54015,3580
54016,30890
54017,16890
54020,6800
54021,6260
54022,17780
54023,3970
54024,4350
54025,6600
54026,1840
54027,980
54028,2410
54082,1590
54101,2550
54102,690
54103,360
54104,920
54106,4420
54107,3570
54110,5260
54111,1950
54112,2030
54113,3570
54114,4660
54115,42930
54119,370
54120,220
54121,2620
54123,230
54124,3360
54125,400
54126,3930
54127,49
54128,1510
54129,3300
54130,24860
54131,0
54135,2930
54136,6160
54137,1060
54138,780
54139,2940
54140,7980
54141,2500
54143,13540
54149,940
54150,780
54151,3070
54152,204
54153,6260
54154,4970
54155,6180
54156,1290
54157,5050
54159,1210
54160,289
54161,2470
54162,8630
54165,7480
54166,14500
54169,3070
54170,3570
54171,3710
54173,3980
54174,2510
54175,880
54177,2450
54180,3130
54182,46
54201,4800
54202,1270
54204,1730
54205,2120
54207,167
54208,5950
54209,1280
54210,890
54211,321
54212,1100
54213,1290
54214,474
54215,169
54216,5520
54217,7220
54220,35670
54221,437
54226,39
54227,1500
54228,2470
54229,4250
54230,4340
54232,702
54234,1810
54235,16010
54240,49
54241,12800
54245,2250
54246,680
54247,2100
54301,20810
54302,31790
54303,23810
54304,25500
54305,715
54306,97
54307,778
54308,314
54311,32200
54313,38020
54324,118
54344,0
54401,29220
54402,489
54403,21750
54404,0
54405,3490
54406,3480
54407,1430
54408,960
54409,11410
54410,2130
54411,4870
54412,1950
54413,229
54414,3090
54415,39
54416,1460
54417,84
54418,1030
54420,1310
54421,3230
54422,1180
54423,2270
54424,1410
54425,1800
54426,4260
54427,1030
54428,890
54429,81
54430,156
54432,0
54433,1500
54434,0
54435,1930
54436,1900
54437,2750
54439,0
54440,2750
54441,800
54442,910
54443,2180
54446,2710
54447,470
54448,4100
54449,24210
54450,527
54451,10440
54452,17230
54454,1130
54455,17200
54456,5340
54457,7810
54458,145
54459,1080
54460,2200
54462,270
54463,660
54464,85
54465,530
54466,2560
54467,13240
54469,1540
54470,1750
54471,1880
54472,0
54473,2430
54474,3900
54475,1420
54476,18160
54479,3720
54480,1120
54481,21250
54482,8840
54484,4790
54485,330
54486,1980
54487,8640
54488,1250
54489,1440
54490,760
54491,1290
54492,0
54493,590
54494,24830
54495,7010
54498,2100
54499,2700
54501,18090
54511,1120
54512,980
54513,380
54514,1510
54515,470
54517,124
54519,1010
54520,3640
54521,7150
54524,560
54525,210
54526,770
54527,810
54529,980
54530,630
54531,1320
54532,0
54534,2000
54536,201
54537,490
54538,2590
54539,1160
54540,1020
54541,1180
54542,400
54543,114
54545,810
54546,1070
54547,1260
54548,4850
54550,680
54552,3800
54554,920
54555,4380
54556,1080
54557,780
54558,2010
54559,540
54560,510
54561,85
54562,1800
54563,630
54564,390
54565,22
54566,1320
54568,4880
54601,36180
54602,560
54603,12310
54610,1390
54611,1200
54612,7340
54613,1400
54614,2680
54615,8700
54616,2280
54618,2100
54619,3460
54620,16
54621,1120
54622,1970
54623,1830
54624,1300
54625,220
54626,1190
54627,1820
54628,970
54629,2380
54630,3770
54631,1550
54632,1060
54634,3200
54635,1600
54636,14890
54637,152
54638,1490
54639,1960
54640,0
54641,34
54642,1910
54643,58
54644,1410
54645,94
54646,3390
54648,1600
54649,91
54650,22950
54651,1050
54652,840
54653,1060
54654,205
54655,1550
54656,16490
54657,330
54658,2360
54659,1070
54660,14320
54661,3370
54662,45
54664,1380
54665,7530
54666,2210
54667,4380
54669,7660
54670,1530
54701,32710
54702,527
54703,37060
54720,7070
54721,1230
54722,3360
54723,1100
54724,6820
54725,2620
54726,1680
54727,4510
54728,5570
54729,29950
54730,4660
54731,600
54732,2510
54733,1290
54734,750
54735,66
54736,3730
54737,420
54738,3390
54739,4970
54740,1900
54741,1370
54742,4540
54743,70
54745,1880
54746,660
54747,2840
54748,1180
54749,1140
54750,1000
54751,18750
54754,1410
54755,6450
54756,860
54757,3060
54758,4150
54759,1260
54760,266
54761,1030
54762,1200
54763,1000
54764,0
54765,97
54766,1460
54767,3070
54768,4010
54769,460
54770,2050
54771,3860
54772,970
54773,3010
54774,0
54801,6080
54805,1260
54806,9590
54810,2120
54812,5320
54813,560
54814,2440
54816,0
54817,2020
54818,0
54819,2010
54820,810
54821,1180
54822,4300
54824,1840
54826,630
54827,250
54828,490
54829,4770
54830,2510
54832,390
54834,0
54835,780
54836,1030
54837,3360
54838,1060
54839,240
54840,4220
54841,310
54842,230
54843,10680
54844,220
54845,96
54846,490
54847,2160
54848,4920
54849,1830
54850,282
54853,3470
54854,860
54855,820
54856,1360
54857,171
54858,1350
54859,1670
54861,464
54862,200
54864,1370
54865,370
54867,410
54868,13890
54870,1390
54871,2890
54872,2290
54873,2600
54874,3220
54875,990
54876,1510
54880,24860
54888,1180
54889,2410
54890,98
54891,2980
54893,3360
54895,810
54896,1250
54901,25660
54902,19780
54903,659
54904,20610
54906,0
54909,1910
54911,23030
54912,647
54913,20770
54914,28970
54915,41400
54919,12
54921,1330
54922,1350
54923,7880
54926,53
54927,553
54928,370
54929,7740
54930,1500
54931,360
54932,1100
54933,279
54934,159
54935,37160
54936,620
54937,18590
54940,3690
54941,2280
54942,9760
54943,1640
54944,8630
54945,3130
54946,191
54947,2460
54948,250
54949,3240
54950,2530
54952,24560
54956,42800
54957,369
54960,2310
54961,13010
54962,1080
54963,6940
54964,1030
54965,1170
54966,2020
54967,380
54968,2540
54969,149
54970,2550
54971,9370
54974,1550
54976,33
54977,1250
54978,91
54979,1490
54980,146
54981,13450
54982,6350
54983,4190
54984,2620
54985,141
54986,4760
54990,0
55001,2830
55002,0
55003,2200
55005,4540
55006,3300
55007,1990
55008,14170
55009,7780
55010,94
55011,10140
55012,1770
55013,6360
55014,25860
55016,35200
55017,660
55018,940
55019,2040
55020,4020
55021,26890
55024,34100
55025,23270
55026,410
55027,3070
55029,105
55030,1050
55031,1850
55032,3360
55033,27600
55036,51
55037,4150
55038,22100
55040,12210
55041,7120
55042,9200
55043,3480
55044,52230
55045,7090
55046,5370
55047,2420
55049,2640
55051,8180
55052,1870
55053,910
55054,2300
55055,3310
55056,13150
55057,20020
55060,27950
55063,7860
55065,1130
55066,17400
55067,23
55068,28980
55069,4210
55070,7370
55071,5420
55072,2680
55073,3460
55074,2070
55075,19370
55076,21320
55077,13010
55078,0
55079,8280
55080,2570
55082,34610
55083,0
55084,1590
55085,421
55087,280
55088,1750
55089,1850
55090,473
55092,10170
55101,5660
55102,14960
55103,11560
55104,36640
55105,22710
55106,53360
55107,13020
55108,12130
55109,31600
55110,37210
55111,208
55112,41520
55113,37230
55114,2480
55115,8690
55116,22640
55117,40960
55118,27410
55119,38790
55120,4240
55121,8390
55122,31140
55123,26760
55124,51410
55125,43350
55126,25810
55127,17380
55128,28290
55129,24970
55130,16400
55133,0
55144,659
55145,0
55146,0
55150,178
55155,32
55161,0
55164,80
55165,237
55166,0
55168,0
55169,0
55170,0
55171,0
55172,0
55175,161
55177,0
55187,0
55188,0
55191,0
55301,11690
55302,6530
55303,46160
55304,47140
55305,19310
55306,16310
55307,2910
55308,9150
55309,18660
55310,1360
55311,36110
55312,1450
55313,22820
55314,1120
55315,5360
55316,23060
55317,21650
55318,27270
55319,5050
55320,4860
55321,5130
55322,3370
55323,63
55324,1150
55325,4410
55327,3510
55328,8940
55329,1830
55330,38370
55331,18110
55332,1710
55333,660
55334,2830
55335,1510
55336,7740
55337,44700
55338,1130
55339,980
55340,7490
55341,3190
55342,1780
55343,23980
55344,14510
55345,21430
55346,17130
55347,30740
55348,0
55349,3490
55350,17010
55352,9470
55353,2950
55354,2710
55355,8890
55356,5470
55357,3350
55358,4850
55359,6210
55360,2960
55361,33
55362,18580
55363,4750
55364,13880
55365,0
55366,478
55367,880
55368,2210
55369,34480
55370,770
55371,15480
55372,31730
55373,5520
55374,15040
55375,4240
55376,17120
55377,17
55378,28900
55379,44510
55380,0
55381,1890
55382,3460
55383,0
55384,1400
55385,1210
55386,7900
55387,13530
55388,5340
55389,2470
55390,2520
55391,14950
55392,0
55393,0
55394,0
55395,2670
55396,1980
55397,2610
55398,15330
55399,0
55401,8400
55402,1290
55403,12570
55404,20570
55405,12940
55406,31640
55407,36940
55408,28670
55409,11170
55410,19750
55411,26080
55412,20400
55413,10540
55414,13090
55415,1990
55416,29180
55417,24550
55418,28860
55419,26710
55420,21540
55421,26970
55422,26500
55423,36200
55424,10110
55425,9180
55426,24060
55427,22440
55428,28960
55429,27490
55430,22510
55431,18630
55432,29500
55433,31580
55434,28630
55435,11880
55436,13670
55437,17850
55438,16240
55439,9280
55440,1819
55441,17290
55442,12780
55443,35200
55444,16830
55445,11960
55446,23020
55447,20800
55448,27480
55449,28710
55450,0
55454,5520
55455,80
55458,818
55459,0
55460,0
55467,0
55468,0
55470,0
55472,0
55473,0
55474,0
55478,0
55479,28
55480,0
55483,0
55484,0
55485,0
55486,0
55487,15
55488,0
55550,0
55551,0
55552,0
55553,0
55554,0
55555,0
55556,0
55557,0
55558,0
55559,0
55560,0
55561,0
55562,0
55563,0
55564,0
55565,0
55566,0
55567,0
55568,0
55569,0
55570,0
55571,0
55572,0
55573,0
55574,0
55575,0
55576,0
55577,0
55578,0
55579,0
55580,0
55581,0
55582,0
55583,0
55584,0
55585,0
55586,0
55587,0
55588,0
55589,0
55590,0
55591,0
55592,0
55593,0
55594,0
55595,0
55596,0
55597,0
55598,0
55599,0
55601,199
55602,167
55603,400
55604,3270
55605,560
55606,250
55607,112
55609,355
55612,510
55613,160
55614,2170
55615,220
55616,6250
55701,0
55702,460
55703,600
55704,960
55705,2740
55706,1460
55707,3050
55708,857
55709,3600
55710,1250
55711,490
55712,420
55713,858
55716,308
55717,290
55718,2820
55719,4830
55720,15000
55721,3260
55722,1103
55723,2050
55724,650
55725,132
55726,830
55730,0
55731,4650
55732,1250
55733,4750
55734,5340
55735,1430
55736,1300
55738,480
55741,2850
55742,310
55744,17800
55745,0
55746,14640
55747,0
55748,1210
55749,370
55750,1750
55751,1330
55752,350
55753,974
55756,370
55757,700
55758,125
55760,2380
55763,480
55764,494
55765,680
55766,22
55767,3040
55768,2620
55769,1990
55771,1300
55772,178
55775,1080
55777,17
55779,3620
55780,220
55781,640
55782,421
55783,2080
55784,116
55785,210
55786,283
55787,390
55790,1710
55791,70
55792,8000
55793,560
55795,1230
55796,169
55797,1450
55798,550
55801,73
55802,1560
55803,16290
55804,14410
55805,6400
55806,7090
55807,8250
55808,4960
55810,8030
55811,22120
55812,5880
55814,10
55815,95
55816,372
55901,52270
55902,23240
55903,1171
55904,24660
55905,121
55906,17890
55909,1230
55910,1440
55912,27530
55917,3360
55918,920
55919,910
55920,7710
55921,4390
55922,630
55923,4340
55924,1280
55925,1050
55926,710
55927,4210
55929,1190
55931,320
55932,1980
55933,250
55934,3260
55935,860
55936,1810
55939,1760
55940,2430
55941,1010
55942,0
55943,2800
55944,7340
55945,1290
55946,3070
55947,7080
55949,1690
55950,134
55951,1420
55952,2450
55953,820
55954,1270
55955,2790
55956,1830
55957,680
55959,2000
55960,3280
55961,350
55962,670
55963,5150
55964,4540
55965,2140
55967,910
55968,97
55969,1080
55970,840
55971,2900
55972,4990
55973,260
55974,1840
55975,3840
55976,7820
55977,210
55979,950
55981,3550
55982,410
55983,1420
55985,1710
55987,25640
55988,253
55990,860
55991,1280
55992,4710
56001,35680
56002,671
56003,14010
56006,0
56007,19070
56009,1450
56010,1010
56011,8880
56013,4040
56014,660
56016,950
56017,1570
56019,840
56020,120
56021,1070
56022,95
56023,390
56024,3070
56025,520
56026,1870
56027,680
56028,1180
56029,610
56030,0
56031,11280
56032,306
56033,270
56034,540
56035,556
56036,1770
56037,1510
56039,960
56041,1080
56042,650
56043,500
56044,1940
56045,790
56046,59
56047,75
56048,3910
56050,1360
56051,530
56052,700
56054,900
56055,3640
56056,95
56057,3820
56058,5800
56060,390
56062,2970
56063,2650
56065,2520
56068,990
56069,4450
56071,11820
56072,2170
56073,15510
56074,1990
56075,125
56078,440
56080,775
56081,5790
56082,10960
56083,810
56084,0
56085,5070
56087,2820
56088,1790
56089,180
56090,560
56091,340
56093,10990
56096,2700
56097,3320
56098,1920
56101,5560
56110,1700
56111,430
56113,240
56114,350
56115,1240
56116,560
56117,400
56118,390
56119,980
56120,1040
56121,560
56122,510
56123,470
56125,59
56127,380
56128,1950
56129,700
56131,2070
56132,480
56134,350
56136,880
56137,1030
56138,810
56139,350
56140,59
56141,310
56142,890
56143,4180
56144,1040
56145,540
56146,33
56147,198
56149,1170
56150,2610
56151,800
56152,1230
56153,214
56155,400
56156,5650
56157,680
56158,380
56159,2540
56160,220
56161,400
56162,230
56164,5310
56165,350
56166,207
56167,590
56168,910
56169,710
56170,530
56171,1570
56172,2780
56173,340
56174,350
56175,2740
56176,1000
56177,95
56178,1590
56180,1200
56181,990
56183,1070
56185,550
56186,320
56187,14610
56201,23030
56207,250
56208,1730
56209,2250
56210,0
56211,440
56212,400
56214,580
56215,4080
56216,590
56218,470
56219,530
56220,2620
56221,740
56222,1890
56223,1240
56224,300
56225,590
56226,230
56227,180
56228,720
56229,1880
56230,690
56231,380
56232,2120
56235,560
56236,340
56237,540
56239,650
56240,920
56241,3660
56243,1470
56244,1880
56245,490
56248,700
56249,280
56251,960
56252,1280
56253,890
56255,390
56256,2230
56257,380
56258,14000
56260,790
56262,730
56263,510
56264,1980
56265,7210
56266,1360
56267,5760
56270,1120
56271,1190
56273,4550
56274,194
56276,230
56277,2780
56278,2330
56279,1220
56280,430
56281,660
56282,1520
56283,5870
56284,1850
56285,1020
56287,71
56288,4410
56289,610
56291,460
56292,570
56293,1070
56294,87
56295,270
56296,1840
56297,800
56301,26100
56302,1032
56303,23410
56304,12700
56307,4930
56308,23280
56309,1130
56310,4940
56311,620
56312,2070
56313,93
56314,1140
56315,1480
56316,1290
56317,96
56318,1050
56319,1250
56320,7800
56321,100
56323,470
56324,990
56325,201
56326,1370
56327,750
56328,140
56329,6760
56330,1610
56331,2070
56332,1340
56333,110
56334,5170
56335,207
56336,1380
56338,1440
56339,1040
56340,2210
56341,25
56342,2390
56343,860
56344,51
56345,12850
56347,6720
56349,750
56350,410
56352,5750
56353,8190
56354,1250
56355,570
56356,269
56357,990
56358,2890
56359,2920
56360,3470
56361,2090
56362,5330
56363,131
56364,4810
56367,6830
56368,4060
56369,689
56371,130
56372,0
56373,2900
56374,7560
56375,800
56376,340
56377,18570
56378,7150
56379,15450
56381,2250
56382,1330
56384,350
56385,840
56386,580
56387,6780
56388,0
56389,98
56393,0
56395,0
56396,0
56397,0
56398,0
56399,0
56401,26000
56425,7820
56430,0
56431,7510
56433,1320
56434,174
56435,2120
56436,151
56437,1100
56438,2450
56440,1070
56441,2720
56442,2390
56443,1240
56444,2800
56446,1420
56447,860
56448,370
56449,1540
56450,930
56452,1680
56453,700
56455,1470
56456,101
56458,320
56459,37
56461,2800
56464,4050
56465,2030
56466,2710
56467,2130
56468,4300
56469,870
56470,9120
56472,7210
56473,3230
56474,3670
56475,1510
56477,2280
56478,0
56479,4410
56481,1860
56482,5740
56484,3470
56501,14610
56502,860
56510,2230
56511,1840
56514,3600
56515,2610
56516,240
56517,240
56518,350
56519,270
56520,3570
56521,670
56522,550
56523,460
56524,620
56525,109
56527,790
56528,1390
56529,4330
56531,1860
56533,320
56534,1040
56535,1130
