zip,irs_estimated_population_2015
26581,820
26582,4290
26585,390
26586,155
26587,290
26588,2680
26590,610
26591,1270
26601,3250
26610,860
26611,239
26615,101
26617,171
26619,490
26621,690
26623,1100
26624,2280
26627,340
26629,380
26631,170
26636,420
26638,133
26651,7390
26656,340
26660,270
26662,860
26667,184
26671,219
26675,103
26676,360
26678,1000
26679,1640
26680,280
26681,1400
26684,85
26690,330
26691,330
26704,4400
26705,870
26707,282
26710,1740
26711,2300
26714,270
26716,580
26717,930
26719,2490
26720,184
26722,460
26726,11230
26731,290
26739,690
26743,1460
26750,630
26753,5580
26755,550
26757,4950
26761,450
26763,1290
26764,3420
26767,610
26801,1070
26802,890
26804,500
26807,2480
26808,750
26810,250
26812,1370
26814,350
26815,520
26817,470
26818,690
26823,101
26833,1890
26836,5910
26838,26
26845,750
26847,5370
26851,1760
26852,740
26855,650
26865,400
26866,710
26884,450
26886,110
27006,13250
27007,1960
27009,2600
27010,318
27011,4670
27012,26370
27013,5520
27014,1437
27016,1380
27017,7860
27018,6680
27019,3510
27020,5340
27021,15320
27022,1220
27023,12200
27024,1990
27025,9220
27027,3370
27028,22900
27030,30640
27031,186
27040,10790
27041,6550
27042,590
27043,5250
27045,8060
27046,1690
27047,950
27048,6980
27049,848
27050,3480
27051,7030
27052,8510
27053,2570
27054,2440
27055,12390
27094,0
27098,0
27099,0
27101,15060
27102,411
27103,31320
27104,27010
27105,33580
27106,40600
27107,43940
27108,19
27109,73
27110,59
27111,0
27113,317
27114,420
27115,383
27116,496
27117,393
27120,282
27127,33650
27130,210
27150,102
27151,0
27152,0
27155,0
27156,0
27157,47
27198,0
27199,0
27201,439
27202,248
27203,19080
27204,2340
27205,29250
27207,3140
27208,1370
27209,4450
27212,1280
27213,233
27214,10870
27215,36060
27216,1247
27217,33190
27220,0
27228,106
27229,4380
27230,247
27231,1750
27233,2960
27235,4370
27237,0
27239,7500
27242,1580
27243,4160
27244,9260
27247,218
27248,3890
27249,11230
27252,1470
27253,27020
27256,196
27258,6030
27259,158
27260,20830
27261,1220
27262,20120
27263,18800
27264,141
27265,45730
27268,0
27278,24320
27281,2190
27282,14420
27283,2790
27284,48150
27285,940
27288,18500
27289,1111
27291,1240
27292,32280
27293,1131
27294,0
27295,32450
27298,9190
27299,4470
27301,9070
27302,26690
27305,1250
27306,5000
27310,8060
27311,2720
27312,18140
27313,6350
27314,910
27315,1670
27316,6020
27317,15130
27320,32240
27321,0
27322,0
27323,1300
27325,5720
27326,3150
27330,33340
27331,3264
27332,28080
27340,314
27341,4500
27342,266
27343,1400
27344,17310
27349,5300
27350,5490
27351,756
27355,2340
27356,2380
27357,7740
27358,13780
27359,400
27360,40180
27361,1915
27370,13240
27371,6050
27373,306
27374,1612
27375,63
27376,8300
27377,8260
27379,3610
27395,0
27401,13770
27402,870
27403,14120
27404,479
27405,40370
27406,50290
27407,43470
27408,16420
27409,14840
27410,49150
27411,67
27412,0
27413,115
27415,763
27416,520
27417,634
27419,895
27420,631
27425,151
27427,73
27429,307
27435,92
27438,387
27455,26530
27480,0
27495,0
27497,0
27498,0
27499,0
27501,18220
27502,38080
27503,3330
27504,13220
27505,6270
27506,1115
27507,1390
27508,1710
27509,3600
27510,13130
27511,32220
27512,840
27513,41960
27514,20550
27515,677
27516,34010
27517,24290
27518,20210
27519,56620
27520,37370
27521,5510
27522,11970
27523,9620
27524,11040
27525,12870
27526,45200
27527,23570
27528,966
27529,44170
27530,31340
27531,475
27532,771
27533,949
27534,28080
27536,14190
27537,19950
27539,23080
27540,36030
27541,3520
27542,8250
27543,234
27544,3430
27545,27160
27546,14420
27549,19060
27551,1580
27552,437
27553,1810
27555,820
27556,534
27557,7010
27559,2170
27560,31130
27562,1780
27563,3580
27564,0
27565,21630
27568,1374
27569,7270
27570,221
27571,6900
27572,5960
27573,9430
27574,12340
27576,14910
27577,20130
27581,3160
27582,616
27583,6390
27584,664
27586,80
27587,61210
27588,1043
27589,5720
27591,19260
27592,15410
27593,608
27594,347
27596,15550
27597,21130
27599,64
27601,6450
27602,404
27603,42820
27604,40620
27605,4620
27606,33840
27607,16580
27608,10580
27609,32330
27610,63620
27611,971
27612,34840
27613,44050
27614,33190
27615,41850
27616,48670
27617,18050
27619,776
27620,849
27621,0
27622,456
27623,103
27624,706
27625,0
27626,29
27627,318
27628,158
27629,561
27634,0
27635,0
27636,131
27640,0
27650,126
27656,0
27658,306
27661,222
27668,0
27675,341
27676,0
27690,0
27695,95
27697,0
27698,0
27699,92
27701,18310
27702,932
27703,50140
27704,35610
27705,38820
27706,0
27707,41790
27708,309
27709,747
27710,22
27711,0
27712,20550
27713,47430
27715,675
27717,736
27722,451
27801,15820
27802,2175
27803,17940
27804,25100
27805,2750
27806,1810
27807,6370
27808,1980
27809,4230
27810,2870
27811,314
27812,2030
27813,858
27814,1270
27815,0
27816,2290
27817,6390
27818,960
27819,613
27820,2160
27821,270
27822,7270
27823,5860
27824,1030
27825,299
27826,520
27827,291
27828,7440
27829,1530
27830,3850
27831,2260
27832,2490
27833,615
27834,43440
27835,1368
27836,604
27837,5230
27839,2230
27840,530
27841,213
27842,1150
27843,830
27844,2340
27845,1370
27846,2500
27847,670
27849,1290
27850,5310
27851,4710
27852,2320
27853,400
27854,0
27855,4340
27856,14730
27857,980
27858,37410
27860,1700
27861,129
27862,610
27863,11180
27864,4210
27865,1580
27866,610
27867,219
27868,528
27869,1560
27870,22430
27871,3800
27872,300
27873,574
27874,3520
27875,340
27876,930
27877,326
27878,2736
27879,425
27880,3360
27881,128
27882,6700
27883,3160
27884,1340
27885,790
27886,17400
27887,163
27888,2280
27889,23900
27890,1810
27891,4400
27892,12010
27893,32750
27894,1581
27895,835
27896,18630
27897,1200
27906,955
27907,252
27909,33330
27910,8890
27915,786
27916,650
27917,580
27919,990
27920,1518
27921,4550
27922,680
27923,540
27924,2230
27925,3100
27926,1330
27927,810
27928,1660
27929,1400
27930,0
27932,10530
27935,1240
27936,688
27937,3200
27938,1190
27939,2340
27941,560
27942,630
27943,675
27944,9740
27946,990
27947,830
27948,10740
27949,7530
27950,1630
27953,920
27954,6200
27956,290
27957,1180
27958,10180
27959,2770
27960,827
27962,5730
27964,500
27965,490
27966,1010
27967,777
27968,435
27969,78
27970,2610
27972,77
27973,1350
27974,1040
27976,3320
27978,116
27979,1250
27980,1820
27981,1480
27982,56
27983,6800
27985,380
27986,940
28001,21310
28002,1663
28006,1030
28007,808
28009,1521
28010,219
28012,20440
28016,10890
28017,1741
28018,4220
28019,739
28020,2010
28021,10890
28023,13590
28024,710
28025,47060
28026,858
28027,61810
28031,26710
28032,2850
28033,2670
28034,15430
28035,56
28036,16620
28037,19430
28038,780
28039,1104
28040,5980
28041,1369
28042,1015
28043,15800
28052,28260
28053,1072
28054,32660
28055,404
28056,29410
28070,1634
28071,2490
28072,1469
28073,4310
28074,367
28075,18820
28076,986
28077,609
28078,56990
28079,34990
28080,6770
28081,23670
28082,788
28083,21300
28086,22970
28088,2920
28089,469
28090,6250
28091,1740
28092,31890
28093,1540
28097,5360
28098,3530
28101,560
28102,128
28103,9280
28104,30280
28105,39260
28106,1256
28107,7010
28108,579
28109,267
28110,49870
28111,2008
28112,24230
28114,5250
28115,34770
28117,39260
28119,2200
28120,19390
28123,360
28124,5880
28125,2290
28126,280
28127,5370
28128,6000
28129,4920
28130,360
28133,2320
28134,10010
28135,2900
28136,767
28137,2530
28138,9010
28139,15270
28144,18640
28145,1801
28146,23860
28147,22100
28150,22230
28151,2055
28152,19810
28159,2680
28160,2850
28163,4570
28164,13090
28166,8750
28167,1900
28168,8640
28169,776
28170,8920
28173,53710
28174,7280
28201,32
28202,9300
28203,14070
28204,5380
28205,40260
28206,10510
28207,8680
28208,32740
28209,19210
28210,42750
28211,28060
28212,36570
28213,37400
28214,36150
28215,52650
28216,47970
28217,26870
28218,290
28219,302
28220,406
28221,273
28222,363
28223,86
28224,675
28226,37270
28227,51090
28228,43
28229,556
28230,150
28231,131
28232,162
28233,202
28234,129
28235,105
28236,153
28237,75
28241,1082
28242,0
28243,0
28244,0
28246,0
28247,620
28250,0
28253,0
28254,0
28255,249
28256,876
28258,0
28260,0
28262,32720
28263,17
28265,0
28266,475
28269,73050
28270,31650
28271,417
28272,0
28273,33980
28274,26
28275,0
28277,65450
28278,24280
28280,0
28281,0
28282,54
28284,0
28285,0
28287,0
28288,241
28289,0
28290,0
28296,0
28297,314
28299,244
28301,12060
28302,1007
28303,26240
28304,31960
28305,5090
28306,38500
28307,15690
28308,705
28309,694
28310,6506
28311,30250
28312,16770
28314,49300
28315,10820
28318,4480
28319,54
28320,6410
28323,3760
28325,580
28326,21730
28327,14720
28328,22420
28329,2914
28330,875
28331,434
28332,800
28333,10490
28334,20310
28335,1695
28337,8130
28338,3600
28339,5570
28340,7860
28341,4450
28342,411
28343,1220
28344,2890
28345,10090
28347,800
28348,33050
28349,3000
28350,577
28351,3970
28352,17870
28353,2202
28355,673
28356,4680
28357,2520
28358,27780
28359,4827
28360,10240
28362,259
28363,920
28364,10470
28365,14040
28366,4940
28367,311
28368,788
28369,1860
28370,1707
28371,6540
28372,10820
28373,2060
28374,15800
28375,347
28376,37400
28377,10270
28378,231
28379,19810
28380,1741
28382,6180
28383,5730
28384,10630
28385,3100
28386,5380
28387,12600
28388,1735
28390,19630
28391,4960
28392,1570
28393,1850
28394,4750
28395,2400
28396,2270
28398,6330
28399,1660
28401,16510
28402,1269
28403,24990
28404,330
28405,28020
28406,1102
28407,55
28408,507
28409,29760
28410,0
28411,31860
28412,32550
28420,2940
28421,1210
28422,5870
28423,1750
28424,382
28425,8790
28428,5790
28429,6750
28430,1490
28431,5670
28432,1650
28433,3640
28434,880
28435,2080
28436,1870
28438,1250
28439,1060
28441,3030
28442,1240
28443,19080
28444,1900
28445,7440
28447,990
28448,740
28449,1660
28450,1750
28451,28230
28452,640
28453,3410
28454,2660
28455,1550
28456,2990
28457,9610
28458,5260
28459,3161
28460,9570
28461,17460
28462,9640
28463,5880
28464,2130
28465,5860
28466,8670
28467,8220
28468,3880
28469,6320
28470,7830
28472,14710
28478,3670
28479,4760
28480,2220
28501,14610
28502,1303
28503,802
28504,17420
28508,2590
28509,485
28510,1280
28511,440
28512,2650
28513,8230
28515,1620
28516,9350
28518,6890
28519,1121
28520,220
28521,2000
28522,133
28523,2300
28524,290
28525,2920
28526,1830
28527,1050
28528,550
28529,1770
28530,7530
28531,1010
28532,20420
28533,2306
28537,141
28538,2060
28539,14700
28540,43030
28541,877
28542,7332
28543,4410
28544,4730
28545,1177
28546,42070
28547,8020
28551,11370
28552,152
28553,380
28554,568
28555,4520
28556,670
28557,13370
28560,23980
28561,1645
28562,34320
28563,694
28564,350
28570,18970
28571,2200
28572,7510
28573,1750
28574,16170
28575,381
28577,230
28578,5890
28579,460
28580,8600
28581,170
28582,1750
28583,232
28584,11970
28585,3190
28586,5890
28587,210
28589,148
28590,24250
28594,3700
28601,44980
28602,24510
28603,3286
28604,4910
28605,3250
28606,1720
28607,18490
28608,273
28609,5180
28610,8740
28611,590
28612,8940
28613,21120
28615,1410
28616,640
28617,1720
28618,2090
28619,2613
28621,8270
28622,1800
28623,1410
28624,1210
28625,32960
28626,1980
28627,960
28628,1641
28629,233
28630,16510
28631,520
28633,0
28634,4490
28635,3090
28636,4500
28637,2150
28638,10480
28640,3740
28641,225
28642,4370
28643,2490
28644,1190
28645,36200
28646,827
28647,248
28649,750
28650,11320
28651,5430
28652,221
28653,258
28654,3140
28655,41450
28656,0
28657,6610
28658,23620
28659,16470
28660,1980
28661,634
28662,424
28663,470
28664,443
28665,2050
28666,1608
28667,753
28668,250
28669,2410
28670,2310
28671,1219
28672,50
28673,5580
28674,0
28675,5080
28676,3120
28677,29100
28678,4290
28679,1670
28680,3560
28681,20330
28682,1160
28683,1380
28684,1490
28685,1510
28687,2114
28688,147
28689,1780
28690,7470
28691,281
28692,3290
28693,1160
28694,6790
28697,10560
28698,1670
28699,247
28701,3410
28702,350
28704,19810
28705,4850
28707,455
28708,470
28709,1820
28710,254
28711,10810
28712,14180
28713,7340
28714,12350
28715,22470
28716,14660
28717,2120
28718,540
28719,7440
28720,127
28721,8700
28722,5300
28723,4830
28724,2199
28725,1039
28726,3060
28727,1031
28728,1484
28729,3230
28730,8570
28731,7520
28732,16190
28733,64
28734,21390
28735,220
28736,510
28737,63
28738,595
28739,16230
28740,1710
28741,2930
28742,2870
28743,1520
28744,2031
28745,1220
28746,1930
28747,1630
28748,10470
28749,352
28750,354
28751,2840
28752,24620
28753,8930
28754,6270
28755,661
28756,3400
28757,532
28758,1617
28759,6220
28760,570
28761,6420
28762,5840
28763,2140
28765,128
28766,1370
28768,5680
28770,351
28771,6560
28772,1620
28773,2580
28774,790
28775,490
28776,1104
28777,7320
28778,8560
28779,12050
28781,620
28782,4760
28783,1100
28784,209
28785,5940
28786,16460
28787,18770
28788,776
28789,4650
28790,2620
28791,12060
28792,26910
28793,2318
28801,10350
28802,1439
28803,26110
28804,17860
28805,15220
28806,36560
28810,0
28813,653
28814,748
28815,1007
28816,1505
28901,4140
28902,1170
28903,118
28904,6660
28905,2340
28906,14640
28909,800
29001,1810
29002,218
29003,4900
29006,8070
29009,1880
29010,8910
29014,1480
29015,1290
29016,20400
29018,2860
29020,19120
29021,314
29030,1550
29031,1030
29032,3560
29033,9600
29036,21920
29037,680
29038,2190
29039,3310
29040,7970
29041,169
29042,3400
29044,4390
29045,22280
29046,312
29047,2740
29048,3590
29051,750
29052,1640
29053,16230
29054,9180
29055,3310
29056,1850
29058,3940
29059,4880
29061,12250
29062,206
29063,34790
29065,640
29067,7110
29069,4030
29070,13770
29071,1112
29072,55220
29073,39690
29074,259
29075,2790
29078,14800
29079,477
29080,2550
29081,990
29082,460
29101,2700
29102,14630
29104,1340
29105,1500
29107,2430
29108,17880
29111,1290
29112,3710
29113,1210
29114,1700
29115,21330
29116,2147
29117,221
29118,13030
29122,72
29123,6620
29125,2290
29126,2180
29127,7830
29128,3840
29129,3800
29130,5350
29132,59
29133,820
29135,7330
29137,2080
29138,11000
29142,4080
29143,0
29145,710
29146,1340
29147,78
29148,4650
29150,33520
29151,2316
29152,2690
29153,13970
29154,26580
29160,6640
29161,9320
29162,2150
29163,1620
29164,3710
29166,760
29168,2810
29169,18130
29170,19300
29171,1117
29172,8130
29175,280
29177,330
29178,2500
29180,11040
29201,8570
29202,1631
29203,31600
29204,14450
29205,17850
29206,18800
29207,467
29208,132
29209,29410
29210,29310
29211,416
29212,26880
29214,0
29215,0
29216,0
29217,0
29218,0
29219,14
29220,30
29221,961
29222,0
29223,46660
29224,974
29225,97
29226,26
29227,0
29228,157
29229,47950
29230,677
29240,359
29250,417
29260,442
29290,611
29292,0
29301,28330
29302,14470
29303,17710
29304,2180
29305,518
29306,12460
29307,15260
29316,23900
29318,55
29319,0
29320,644
29321,2010
29322,7480
29323,12800
29324,250
29325,11180
29329,406
29330,6960
29331,248
29332,2040
29333,583
29334,11540
29335,3790
29336,699
29338,192
29340,16610
29341,16580
29342,1747
29346,347
29348,293
29349,27880
29351,1250
29353,3270
29355,590
29356,7290
29360,17630
29364,569
29365,10630
29368,917
29369,13490
29370,930
